address,restaurant,type,region,food_subtype
15 Jalan Riang Singapore 358987,Siam Society,Thai,EAST,chicken#curry#vegetarian#green curry#curry chicken#soup#tea#prawn#iced tea
31/33 Teck Chye Terrace Singapore 545731,Ah Seah Teochew Porridge,Chinese,"NORTH,EAST",teochew#fish#tofu#porridge#chinese#hokkien#duck#stew
19 Teck Chye Terrace Singapore 545725,Goki Day Korean BBQ Buffet Restaurant,"Korean, Buffets","NORTH,EAST",chicken#beef#pork#grill#korean#pork belly#porridge#beef brisket#bbq#soup#seafood#buffet#korean bbq#beer#pork collar
20 Serangoon Avenue 2 Singapore 556138,Soup Resturant,Chinese,"NORTH,EAST",chicken#chinese#chicken dish
29 Teck Chye Terrace Singapore 545730,Hoe Huat Seafood Garden,Seafood,"NORTH,EAST",fish#egg#salted egg#fish skin
8 Braddell Rd Singapore 359898,Yeo Keng Nam Chicken Rice,Chinese,EAST,chicken#soup#chicken rice#chicken tender#fish#seafood#curry#durian#fish head#fish head curry#roast chicken#pork#prawn#tofu#yam#roast pork#clay pot#hainanese#chinese#spinach
37 Teck Chye Terrace Singapore 545734,8 Degrees Taiwanese Bistro,Chinese,"NORTH,EAST",chicken#pork#pasta#mango#pork belly#crispy chicken#taiwanese#beef#noodle#egg#pancake#omelette#beef noodle#braised beef#prawn#cheese#prata#roti prata#fried prawn#mantou#oyster#sesame#popcorn#beer#cafe#lychee#oyster omelette
15-3 Jalan Riang Singapore 358987,La Pizzaiola,"Italian, Pizza",EAST,seafood#pasta#pizza#italian#cheese#ham#spaghetti#pie#prosciutto#salad#mozzarella#ricotta#american#pasta pizza#dessert#cafe#cod#stew#parma#caesar salad#fish#beer#parma ham#ravioli#cake#bread#chocolate#ice cream#risotto#vanilla#chocolate cake#lava cake#aglio olio#vanilla ice cream#garlic bread#linguine#pistachio#squid#squid ink#gnocchi#crab meat#chocolate lava#chocolate lava cake#spinach#burrata#soup#beef#mushroom soup#white wine#seafood pasta#truffle#lamb#bacon#lamb shank#carbonara#ragu#ink pasta#squid ink pasta#asian#lasagne#chicken#pork#penne#salmon#bruschetta#panna cotta
600 Upper Serangoon Road Singapore 534801,Eighteen Chefs,Restaurants,"NORTH,EAST",pasta#cheese#curry#japanese#salmon#soup#bread#mozzarella#garlic bread#halal#steak#potato#ribeye#mashed potato#ribeye steak#chicken#beef#fried rice#western#juice#carbonara#chicken fried#beer#egg#grill#salted egg#crispy chicken#scrambled egg#fish#lemon#truffle#truffle fries#salad#lamb#steakhouse#seafood#prawn#ice cream#mushroom soup#spaghetti#curry sauce#chocolate#asian#dessert#ice cream dessert#teriyaki#ice tea#iced tea#burger#chicken soup#striploin#fine dining#yam#tom yam#cafe#waffle#apple#aglio olio#calamari#beef patty#tartar#beef burger#curry rice#sandwich#indian#sambal#rib eye#caesar salad#rib eye steak#beef steak#vanilla#vanilla ice cream#cake#chocolate cake#chicken tender#hot chocolate#tom yum#green curry#grilled chicken#chinese
17 Teck Chye Terrace Singapore 545724,King's Laksa Steamboat,"Hot Pot, Buffets, Noodles","NORTH,EAST",chicken#buffet#soup#laksa#steamboat#chicken soup#crispy chicken
331 Upper Paya Lebar Road Singapore 534949,Tai Seng Turtle Soup,Singaporean,"NORTH,EAST",soup
75 Brighton Cres Singapore 559216,Mustard Seed,"Japanese, Singaporean","NORTH,EAST",soup#seafood#prawn#curry#squid#pineapple#caramel#kueh#meatball#frog#rojak#malaysian#otak#ebi#oxtail
331 Upper Paya Lebar Rd Singapore 534949,The Original Katong Laksa,Singaporean,"NORTH,EAST",laksa#crayfish#umami#coconut#peranakan#sambal#nyonya#seafood#shrimp#soup#cake#fish cake#coffee#nonya#curry
15-2 Jln Riang Singapore 358987,Wimbly Lu Chocolate.Cafe.Company,"Cafes, Desserts",EAST,breakfast#cafe#chicken#egg#chocolate#ice cream#waffle#bacon#spaghetti#carbonara#poached egg#hot chocolate#dark chocolate#cake#soup#beef#pie#mushroom soup#beer#cheese#tofu#caramel#mousse#coffee#dessert#seafood#apple#sticky date pudding#truffle#vanilla#chocolate cake#lava cake#vanilla ice cream#lemon#carrot cake#banana#truffle fries#claypot#icecream#cup coffee#bread#american#chocolate lava#chocolate lava cake
27 Teck Chye Terrace Singapore 545729,Yaowarat Seafood,"Seafood, Thai, Chinese","NORTH,EAST",chicken#dessert#soup#pork#fish#seafood#salad#prawn#cake#chinese#egg#ice cream#coconut#sambal#tom yum#fish cake#seafood soup#century egg#coconut ice#kangkong#coconut ice cream#ice cream dessert#lobster#bbq#fried rice#squid#mango#pineapple#bee hoon#tom yum soup#papaya#boston lobster#crab bee hoon#fresh crab#omelette#pandan#tea#satay#fresh seafood#milk tea#pad thai#mango sticky rice#sea bass#grilled chicken#fish maw#glutinous rice#grilled pork#kai lan#seafood fried rice#vegetable#otah#tofu#bbq pork#claypot#wok hei#curry#chicken wing#green curry#curry chicken#lemon#barbecue#beehoon#chinese cuisine#umami#cuttlefish#clay pot#pork belly#chili crab#fried pork
79 Brighton Crescent Singapore 559218,Sun Ray Cafe,Cafes,"NORTH,EAST",soup#coffee#cafe#carbonara#duck#confit#duck confit#fish#cake#truffle#chocolate#banana#truffle oil#bread#cup coffee#risotto#tiramisu#truffle fries#dessert#pork#pasta#cheese#egg#lamb#potato#bacon#apple#mushroom soup#scone#strawberry#cider#escargot#lamb rack#gratin#prawn#vegetarian#omakase#vietnamese#linguine#chicken#beef#salmon#seafood#aglio olio#seafood pasta
100 Yio Chu Kang Rd Singapore 545576,Crab Party,Seafood,"NORTH,EAST",pepper crab#shrimp#chili crab#chicken#seafood#egg#wok hei#mee sua#kai lan#soup#cheese#curry#salted egg#teochew#mozzarella#squid#claypot#sri lankan crab#salted egg crab#lobster#chilli crab#boston lobster#black pepper crab#white pepper crab#crab chilli#prawn#bee hoon#pork#beer#vegetable#fried pork#crab black pepper#tea#noodle#fried rice#seafood fried rice#salad#duck#porridge#mantou#sea bass#kailan#bbq#crispy duck
68 Serangoon Garden Way Singapore 555964,YakiBaBar,Yakitori,"NORTH,EAST",japanese#yakitori#pork
27 Lichfield Rd Singapore 556847,Baci Baci,"Pizza, Italian","NORTH,EAST",pizza#red wine#antipasti#italian#tiramisu#pasta#bread#risotto#angel hair pasta#garlic bread#cake#lamb#rib#calamari#lava cake#rib eye#lobster#burrata#prosciutto#lobster pasta#dessert#steak#angus#salad#cheese#ham#ravioli#white wine#parma#parma ham#crab meat#vongole#porcini#prawn#linguine#panna cotta#soup#beef#desert#fish#bbq#vegetable#chocolate#beef steak#chocolate lava#chocolate lava cake#carbonara#chicken#buffet#buffet style#squid#martini#mozzarella#spaghetti#veal#cod#cod fish#seafood#fine dining#wagyu#wagyu beef#sea bass#wine list#fruit#grill#sirloin#sirloin steak#beer#fresh seafood#seafood pasta#seafood soup#squid ink#chinese#truffle#ink pasta#squid ink pasta#tenderloin#chocolate cake#pistachio#gelato#ricotta#vanilla
59 Serangoon Garden Way Singapore 555961,Pow Sing Restaurant,Chinese,"NORTH,EAST",chicken#chicken rice#peranakan#sambal#hainanese#otak#hainanese chicken#hainanese chicken rice#kangkong#nonya#soup#fish#spinach#char siew#rice chicken#fish soup#curry#chinese#squid#fish head#fish head curry#tofu#roasted chicken#coffee#pork#indian#tea#salad#potato#meatball#sweet potato#keluak#ayam#buah keluak#chicken tender#ayam buah#nyonya
27 Lichfield Rd Singapore 556847,Buono Pizza Bar,Italian,"NORTH,EAST",salad#italian#cheese#red wine#mozzarella#seafood#pasta#pizza#seafood pasta
22 Kensington Park Rd Singapore 557271,Swatow Seafood,"Chinese, Seafood","NORTH,EAST",
14D Kensington Park Rd Singapore 557265,Casa Manini,Italian,"NORTH,EAST",italian#lobster#tiramisu#calamari#ravioli#panna cotta#beef#pasta#steak#seafood#wagyu#risotto#carpaccio#dessert#octopus#lemon#linguine#crab meat#cake#shrimp#lava cake#pizza#chocolate#salmon#tuna#spaghetti#dark chocolate#lasagne#cheese#bread#burrata#burrata cheese#ice cream#ragu#chicken#coffee#salad#desert#ham#carbonara
76 Serangoon Garden Way Singapore 555972,Hanwoori Korean Restaurant,Korean,"NORTH,EAST",soup#pork#fish#seafood#cake#potato#korean#tofu#fish cake#dessert#beef#sushi#vegetable#hotpot#fried pork#noodle#pancake#bbq#korean bbq#pasta#japanese#western#stew
12 Maju Avenue Singapore 556690,Sync Korean Tapas Bar,Korean,"NORTH,EAST",pork#seafood#salad#ice cream#fruit#grill#pancake#korean#pork belly#vanilla#sesame#red bean#vanilla ice cream#grilled pork#chicken#western#paella#lava cake#dessert#cheese#fried chicken#coffee
80A Serangoon Garden Way Singapore 555976,Dessert Bowl,"Cafes, Desserts","NORTH,EAST",dessert#cake#ice cream#fruit#durian#mousse#crepe#mango#milkshake#cafe#coconut#chinese#banana#coffee#cheesecake#lemon#asian#seafood#vanilla#vanilla ice cream
2 Maju Avenue Singapore 556680,Tom Yum Kungfu,"Thai, Barbeque","NORTH,EAST",soup#steamboat#tom yum#tom yum soup#iced tea#chicken#seafood#egg#octopus#sambal#pork#grill#sesame#beef#bbq#korean#milk tea#pad thai#korean bbq#wok hei#lemon#noodle#ice tea#seabass
1 Maju Ave #02-07/8/9,Hajime Tonkatsu & Ramen,Japanese,CENTRAL,chicken#salad#curry#sesame#pork#tea#japanese#ramen#tofu#gyoza
7 Maju Avenue Singapore 556685,Plonk on Maju,"Wine Bars, Tapas/Small Plates, Pizza","NORTH,EAST",dessert#seafood#apple#lychee#martini#apple crumble#pizza#coffee#ham#iberico#mojito#cake#ice cream#squid#lemon#glass wine#caramel
56 Serangoon Garden Way Singapore 555952,Srisun Express,"Halal, Indian","NORTH,EAST",chicken#mango#taco#chicken tikka
4 Maju Ave Singapore 556682,Geylang Claypot Rice,"Street Vendors, Chinese","NORTH,EAST",chicken#soup#fish#prawn#duck#chinese#tofu#teh#claypot
64/64A Serangoon Garden Way Singapore 555960,Sushi Tei,"Japanese, Sushi Bars","NORTH,EAST",beef#pork#curry#sushi#salmon#chicken#oyster#chocolate#sashimi#ice cream#scallop#mango#tempura#eel#crab meat#salmon sashimi#japanese#fish#udon#tuna#soup#noodle#ramen#tea#lobster#truffle#squid#unagi#gyoza#salad#ebi#seafood#soft shell crab#lobster roll#juice#beer#grilled fish#prawn#cod#miso#burger#wagyu#shrimp#wagyu beef#yakiniku#steak#teriyaki#wagyu steak#sesame#hotpot#octopus#asian#korean#dessert#fried rice#cafe#teh#chinese#dumpling#western#sushi sashimi#potato#croquette#sashimi sushi#miso soup#yakitori#tofu#mackerel
1k Figaro St Singapore 458322,Katong Delights,"Asian Fusion, Caterers",EAST,beef#peranakan#rendang#beef rendang#keluak#ayam#buah keluak#ngoh hiang#ayam buah
427 Changi Rd Singapore 419870,Ah Lim Hokkien Fried Mee,Singaporean,EAST,pork#squid#shrimp#fried pork#prawn#hokkien#hokkien mee#prawn mee
"699 East Coast Road, Singapore Singapore 459061",Next Door Cafe & Taverna,Mediterranean,EAST,cafe#chicken#salad#cheese#potato#grill#mozzarella#pizza#red wine#strawberry#white wine#cider#fish#beer#coffee#mediterranean
351 Changi Road Singapore 419818,Fresh Fruits Lab,"Cafes, Tapas/Small Plates",EAST,chicken#tea#salad#cake#juice#fruit#greek#lychee#fruit juice#greek salad#quinoa#beef#cheese#burger#egg#meatball#beef patty#soup#pumpkin soup#beer#vegetarian#fish#coffee#spaghetti#strawberry#chendol#soft shell crab#breakfast#espresso#dessert#pork#pork chop#cafe#truffle#steak#high tea#pasta#fresh fruit#chili crab#crab pasta#pancake#cappuccino#western#prawn#german#aglio olio#mushroom soup#seafood#squid#truffle fries#truffle oil#seafood pasta#desert#pasta dish#bread#potato#bacon#pineapple#sweet potato#chorizo
11 Upper East Coast Rd Singapore 455205,Killiney,Kopitiam,EAST,coffee#potato#mee siam#breakfast#lemak#nasi lemak#chicken#pork#fish#curry#fried rice#pork chop#bee hoon#hor fun#ayam#rice chicken#mee goreng#bread#kway teow#curry chicken#kaya toast#chicken tender#tea#cafe#curry puff#beef#noodle#prawn#banana#indian#teh#char siew#nonya#mantou#tuna#chicken rice#halal#kopi#cake#laksa#carrot cake#western#milo#chicken curry#egg#juice#lime juice
359 Changi Road Singapore 419821,Chai Chee Seafood,"Seafood, Chinese, Halal",EAST,seafood#egg#teh#halal#salted egg#teochew#teh tarik#salted egg yolk#chili crab#fish#chinese#chicken#sambal#tom yum#sotong#kang kong#buffet#crab meat#buffet style#chilli crab#chap chye#shrimp#indonesian#tea#prawn#juice#fruit#lemon#spring roll#chicken dish#fresh fruit#fruit juice#ngoh hiang#baguette#stingray#chestnut#kangkong#fried rice#mantou#seafood fried rice#lobster#lamb#fried chicken#crispy chicken#beef#yam#tom yam#kailan
15 Swan Lake Ave Singapore 455711,Garang Grill,"Seafood, Barbeque",EAST,seafood#lamb#rib#grill#angus#short rib#gula melaka#grilled meat
103 Frankel Avenue Singapore 458225,House Of Peranakan Cuisine,Chinese,EAST,soup#peranakan#sambal#keluak#chendol#ayam#buah keluak#crab meat#ayam buah
721 East Coast Road Singapore 459070,Fu Lin Tou Fu Yuen,Chinese,EAST,chicken#soup#beehoon#bee hoon#prawn#ngoh hiang#tofu#fish#cake#fish cake#western#hokkien#taiwanese#breakfast
324F Changi Rd Singapore 419799,Razack's Seafood Kitchen,Seafood,EAST,chicken#prawn#duck#shrimp#halal#roasted duck
57b Jalan Tua Kong Singapore 457253,Springleaf Prata Place,"Indian, Halal",EAST,indian#desert#pancake#prata#chicken#cheese#curry#egg#mutton#murtabak#chicken curry#red bean#tea#coffee#masala#dosai#fish#fish curry#beef#burger#egg benedict#tandoori#mozzarella#tandoori chicken#pizza#fish head#fish head curry#teh#butter chicken#salted egg#teh tarik
65 Frankel Ave Singapore 458192,Wonton Mee,Chinese,EAST,coffee#malaysian
324P Changi Rd Singapore 419799,Anson Town,Chinese,EAST,chicken#pork#curry#tim sum#cake#breakfast#yam#sesame#noodle#pig#rice noodle#durian#chinese#lemak#nasi lemak#cantonese#char siew#soup#kway teow#laksa#juice#lime juice#coffee#curry chicken#malaysian#sambal#glutinous rice
484 Changi Road Singapore 419896,Rice & Fries,Cafes,EAST,truffle#waffle#truffle fries#tartar#tea#coffee#ice cream#western#chocolate#bbq#caramel#barbecue#pasta#prawn#aglio olio#lamb#lamb shank
421 East Coast Rd Singapore 429008,Oh Deli,"Health Markets, Cafes",EAST,breakfast#egg#omelette#poached egg#truffle#salmon#smoked salmon#truffle oil#pork#sandwich#kurobuta#kurobuta pork#coffee#american#ribeye#wagyu#bbq#cafe#ham#parma#parma ham#chicken#beef#burger#cheese#kebab#avocado#steak#chocolate#juice#red wine#sirloin#sirloin steak#fruit#dessert#banana#pie#iberico#beef burger#cake#bread#bacon#sourdough#carrot cake#spinach#salad#rib eye#hokkien#lemon#quinoa#lamb#potato#wagyu beef#chocolate cake#mash potato#mashed potato#wagyu steak#fish#bottle wine#pasta#falafel#western#strawberry#chorizo
425 East Coast Rd Singapore 429012,Simplicite Cafe,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Cafes",EAST,italian#ice cream#waffle#banana#gelato
404 E Coast Rd Singapore 428998,Comida Mexicana,Mexican,EAST,chicken#salad#mexican#tortilla#beef#margarita#burrito#fish#cheese#grill#guacamole#dessert#steak#spinach#lasagna#seafood#ice cream#coconut#tiramisu#crabmeat#quesadilla#pig#chicken dish#shrimp#cake#vegetarian
158 Upper East Coast Rd Singapore 455254,Chat Masala,Indian,EAST,chicken#dessert#naan#mango#butter chicken#claypot#indian#cake#lamb#fruit#masala#garlic naan#fish#north indian#curry#mackerel#paneer#south indian#tandoori#carrot cake#kulfi#cheese#vegetable#ice cream#spinach#palak#palak paneer#tea#briyani#mutton#tandoori chicken#chicken curry#biryani#western#prawn#chinese#beer#apple#bread#fish head#strawberry#lassi#fish curry#mango lassi#egg#samosa#juice#salmon
"17 Upper East Coast Road, Singapore Singapore 455208",Lai Huat Sambal Fish Restaurant,Chinese,EAST,fish#curry#sambal#fish head#curry fish#curry fish head#soup#prawn#fish maw#kangkong#tofu#pig#chicken#teochew#kway teow#roast chicken#chicken dish#seafood#western#chicken rice#teh#bak kut teh#cafe#shrimp
928 East Coast Road Singapore 459117,Jin Wee Restaurant,Chinese,EAST,hor fun#soup#pork#fish#pineapple#nonya#pork belly#fish head#steamboat#hainanese#chicken#potato#sambal#pork chop#sweet potato
32 Jln Pari Burong Singapore 488698,Porta Porta Italian,"Modern European, Italian",EAST,italian#calamari#pasta#vongole#salad#prawn#bread#squid#lemon#squid ink#ink pasta#squid ink pasta#chicken#soup#beef#coffee#lamb#tiramisu#chicken soup#lasagne#pork#truffle#foie gras#carbonara#seafood#seafood pasta#dessert#spaghetti#fish#fish soup#garlic bread#antipasti#red wine#penne#pasta dish#ice cream#coconut#coconut ice#coconut ice cream#vegetarian#cheese#fine dining#egg#mozzarella#white wine#chicken dish
6 Jln Pari Burong Singapore 488672,Brew & Bar,"Venues & Event Spaces, Wine Bars, Asian Fusion",EAST,asian#peranakan#sambal#chicken#soup#beef#fish#rendang#beef rendang#fish maw
3014 Bedok Industrial Park E Singapore 489980,Century Village Eating House,Restaurants,EAST,soup#fish#omelette#frog#steamboat
6 Jalan Pari Burong Singapore 488672,Foo House,Cafes,EAST,chicken#beef#steak#cafe#sandwich#soup#burger#duck#salmon#bacon#spaghetti#roast duck#pork#fruit#confit#duck confit#hainanese#pork chop#beef burger#dessert#fish#cheese#egg#ice cream#potato#western#vanilla#mashed potato#vanilla ice cream
335 Bedok Rd Singapore 469510,Mahmoodiya Restaurant,Indian,EAST,indian#curry#prata#teh#bee hoon#rojak#ice cream#pig#chicken#briyani#murtabak#soup#coffee#mutton#teh tarik#nasi goreng#roti prata
34 Jln Pari Burong Singapore 488700,Big Eater Seafood,"Chinese, Seafood",EAST,seafood#chinese#vegetable#hokkien#hokkien mee#crab meat#kangkong#chili crab#prawn#noodle#prawn noodle#egg#claypot#hor fun#otah#kang kong#salted egg#salted egg yolk#frog#salted egg crab#fresh seafood#cantonese
357/359 Bedok Road Singapore 469545,Tang Tea House Hong Kong Cafe,"Chinese, Halal",EAST,chinese#bbq#halal#chicken#tea#coffee#egg#dim sum#salted egg#siew mai#salted egg yolk#prawn#dumpling#roasted chicken#chicken fried#prawn dumpling#cafe
302 Bedok Road Singapore 469460,Soon Huat Bak Kut Teh,Chinese,EAST,tofu#teh#bak kut teh#cuttlefish#soup#malaysian#coffee#pig#chicken#pork#rib#pork rib#fried chicken#pork knuckle#pork rib soup#mee sua#braised pork#claypot
312 Bedok Rd Singapore 469475,Wanton Noodle House,"Noodles, Chinese",EAST,soup#dumpling#wanton#ngoh hiang
789 Bukit Timah Rd Singapore 269763,The Little Diner,American (Traditional),CENTRAL,chicken#cheese#truffle#fried chicken#truffle fries#mac cheese#truffle oil#steak#sandwich#burger#egg#fried egg#pork#fish#pasta#coffee#risotto#bacon#lemon#pork chop#carbonara#espresso#breakfast#sea bass#cake#apple#coleslaw#apple crumble#chocolate#fried rice#wine list#american#fried fish#ham#muffin#cafe
12 Sixth Avenue Singapore 276475,Top Seafood,Seafood,CENTRAL,pork#egg#salted egg#seafood#michelin#michelin star#chicken#fish#noodle#fried rice#oyster#vegetable#tofu#bottle wine#omelette#oyster omelette#beef
22 Sixth Ave Singapore 276480,May's Kopi Bar,Cafes,CENTRAL,coffee#bread#lemon#kaya toast#kopi
24 Sixth Ave Singapore 276481,6th Avenue Wanton Mee,Noodles,CENTRAL,chicken#soup#pork#noodle#dumpling#shrimp#char siew#wanton#chestnut#coffee#breakfast#cafe#kopi#beef#beef brisket
791 Bukit Timah Rd Singapore 269764,Caruso,"Italian, Pizza",CENTRAL,pasta#pizza#italian#white wine#vongole#burrata#spaghetti#bread
10 Sixth Avenue Singapore 276474,Chi Tze Char,Chinese,CENTRAL,beef#pork#fish#noodle#egg#hor fun#sweet sour pork#wok hei#chinese#chinese cuisine
879 Cherry Avenue Singapore 279892,Bar Bar Black Sheep,"Bars, Singaporean, Cafes",CENTRAL,indian#beer#chicken#pasta#prawn#burger#cheese#naan#butter chicken#blue cheese#beef#salad#bread#sandwich#roast beef#asian#western#cider#garlic naan#escargot#pork#steak#kai lan#chinese#fish#curry#calamari#mozzarella#glass wine#cold beer#peranakan#mexican#pizza#vegetarian#indian vegetarian#japanese#chicken tikka#biryani#briyani#curry fish#north indian
12 Sixth Avenue Singapore 276475,6th Avenue Briyani,"Indian, Street Vendors",CENTRAL,chicken#coffee#curry#briyani#chicken fried
